CustomerID,Age,AnnualIncome,Channel,ProductType,ABTestGroup,PropensityScore,AnnualPremium,Converted,CampaignDate
CUST-02627,35,62421,Paid Search,Accidental Death,Variant A,15,0.0,0,2026-04-26
CUST-02628,30,52024,Paid Social,Term Life,Control,94,0.0,0,2026-03-18
CUST-02629,55,42725,Paid Social,Accidental Death,Control,23,0.0,0,2026-01-28
CUST-02630,42,81420,Paid Search,Whole Life,Control,56,0.0,0,2026-03-27
CUST-02631,60,98958,Paid Social,Term Life,Control,22,0.0,0,2026-02-26
CUST-02632,35,91585,Paid Social,Whole Life,Variant A,98,15.0,1,2026-01-19
CUST-02633,36,80153,Paid Search,Term Life,Control,36,0.0,0,2026-01-31
CUST-02634,51,28109,Paid Search,Accidental Death,Variant A,27,0.0,0,2026-03-25
CUST-02635,22,56208,Paid Social,Whole Life,Variant A,16,0.0,0,2026-02-22
CUST-02636,27,113682,Paid Social,Term Life,Control,62,0.0,0,2026-03-29
CUST-02637,55,93048,Email,Term Life,Variant A,81,15.0,1,2026-02-01
CUST-02638,27,26562,Paid Social,Whole Life,Control,25,0.0,0,2026-01-09
CUST-02639,20,63610,Email,Term Life,Control,25,0.0,0,2026-02-20
CUST-02640,64,74077,Paid Social,Term Life,Control,97,15.0,1,2026-03-24
CUST-02641,25,45946,Paid Search,Term Life,Control,97,0.0,0,2026-01-23
CUST-02642,44,25000,Paid Search,Term Life,Control,95,15.0,1,2026-01-25
CUST-02643,42,67470,Paid Social,Term Life,Variant A,33,0.0,0,2026-04-07
CUST-02644,18,45306,Paid Social,Term Life,Variant A,83,15.0,1,2026-04-23
CUST-02645,38,45403,Paid Search,Term Life,Control,51,0.0,0,2026-02-15
CUST-02646,47,56132,Paid Search,Whole Life,Variant A,16,0.0,0,2026-02-13
CUST-02647,46,61658,Email,Whole Life,Variant A,62,0.0,0,2026-03-07
CUST-02648,52,64772,Paid Social,Term Life,Variant A,45,15.0,1,2026-04-28
CUST-02649,37,42900,Paid Social,Term Life,Control,23,0.0,0,2026-03-08
CUST-02650,50,59494,Paid Social,Whole Life,Control,16,0.0,0,2026-01-28
CUST-02651,33,25000,Paid Search,Term Life,Variant A,27,0.0,0,2026-04-30
CUST-02652,25,72775,Paid Search,Term Life,Variant A,9,0.0,0,2026-04-11
CUST-02653,26,25000,Paid Search,Term Life,Control,30,0.0,0,2026-04-09
CUST-02654,24,57762,Paid Search,Accidental Death,Variant A,67,15.0,1,2026-03-19
CUST-02655,54,87979,Paid Social,Whole Life,Control,56,0.0,0,2026-01-24
CUST-02656,23,38516,Paid Social,Whole Life,Variant A,14,0.0,0,2026-02-25
CUST-02657,45,82910,Email,Whole Life,Control,90,0.0,0,2026-02-19
CUST-02658,38,93893,Email,Whole Life,Variant A,43,0.0,0,2026-04-11
CUST-02659,40,25000,Paid Search,Term Life,Variant A,27,0.0,0,2026-01-03
CUST-02660,58,61215,Paid Social,Whole Life,Control,15,0.0,0,2026-01-23
CUST-02661,36,25000,Paid Social,Term Life,Control,96,15.0,1,2026-02-03
CUST-02662,49,62044,Email,Whole Life,Variant A,99,15.0,1,2026-01-09
CUST-02663,42,64820,Paid Search,Whole Life,Variant A,76,0.0,0,2026-03-23
CUST-02664,40,25000,Paid Social,Whole Life,Variant A,52,0.0,0,2026-02-28
CUST-02665,69,113120,Paid Social,Term Life,Variant A,96,15.0,1,2026-03-07
CUST-02666,24,72150,Paid Search,Term Life,Variant A,20,0.0,0,2026-01-22
CUST-02667,57,43774,Paid Search,Whole Life,Control,50,0.0,0,2026-04-25
CUST-02668,49,101634,Paid Social,Whole Life,Variant A,51,16.01,1,2026-02-04
CUST-02669,36,25000,Paid Social,Accidental Death,Control,99,15.0,1,2026-01-31
CUST-02670,61,34270,Paid Search,Term Life,Control,52,0.0,0,2026-03-31
CUST-02671,19,25000,Paid Social,Whole Life,Variant A,84,15.0,1,2026-04-24
CUST-02672,35,110026,Paid Search,Whole Life,Variant A,73,0.0,0,2026-03-19
CUST-02673,27,73308,Paid Social,Accidental Death,Control,29,0.0,0,2026-04-19
CUST-02674,46,81485,Paid Search,Whole Life,Control,81,15.0,1,2026-02-17
CUST-02675,28,72525,Email,Whole Life,Variant A,97,15.0,1,2026-02-22
CUST-02676,47,79344,Paid Search,Whole Life,Control,95,0.0,0,2026-04-02
CUST-02677,39,66951,Paid Search,Whole Life,Variant A,85,15.0,1,2026-03-16
CUST-02678,36,71773,Paid Search,Accidental Death,Variant A,41,0.0,0,2026-02-01
CUST-02679,46,67690,Paid Search,Term Life,Variant A,67,15.0,1,2026-03-26
CUST-02680,38,49785,Paid Social,Term Life,Control,33,0.0,0,2026-03-28
CUST-02681,28,63834,Paid Search,Accidental Death,Control,62,0.0,0,2026-04-30
CUST-02682,75,71839,Email,Whole Life,Variant A,98,15.0,1,2026-03-29
CUST-02683,36,67763,Paid Search,Whole Life,Control,35,0.0,0,2026-01-12
CUST-02684,18,28055,Paid Search,Term Life,Variant A,90,0.0,0,2026-03-03
CUST-02685,31,31375,Paid Search,Term Life,Control,93,0.0,0,2026-01-03
CUST-02686,26,92071,Paid Search,Whole Life,Control,72,15.99,1,2026-01-06
CUST-02687,51,57325,Paid Search,Whole Life,Variant A,45,0.0,0,2026-04-22
CUST-02688,45,79618,Paid Social,Term Life,Variant A,54,0.0,0,2026-01-12
CUST-02689,46,37697,Paid Social,Term Life,Control,48,15.0,1,2026-02-22
CUST-02690,37,28171,Paid Social,Accidental Death,Variant A,13,0.0,0,2026-01-20
CUST-02691,38,43910,Paid Social,Term Life,Variant A,63,15.0,1,2026-01-06
CUST-02692,37,59435,Paid Social,Accidental Death,Variant A,94,15.0,1,2026-03-25
CUST-02693,41,48371,Paid Search,Term Life,Control,95,15.0,1,2026-01-14
CUST-02694,52,97348,Paid Social,Whole Life,Control,31,0.0,0,2026-02-25
CUST-02695,46,69488,Email,Accidental Death,Variant A,86,0.0,0,2026-02-10
CUST-02696,48,111223,Paid Social,Whole Life,Control,98,0.0,0,2026-02-18
CUST-02697,47,75110,Paid Social,Term Life,Control,63,15.0,1,2026-04-18
CUST-02698,52,25000,Paid Search,Whole Life,Control,99,0.0,0,2026-03-06
CUST-02699,45,91401,Paid Social,Term Life,Control,7,0.0,0,2026-03-25
CUST-02700,46,27261,Paid Social,Term Life,Variant A,97,15.0,1,2026-03-27
CUST-02701,56,70763,Paid Social,Accidental Death,Control,11,0.0,0,2026-04-14
CUST-02702,34,45632,Email,Whole Life,Control,86,0.0,0,2026-04-05
CUST-02703,31,118567,Paid Search,Whole Life,Variant A,20,0.0,0,2026-01-31
CUST-02704,27,100989,Paid Search,Term Life,Variant A,53,0.0,0,2026-01-28
CUST-02705,44,46454,Paid Social,Term Life,Control,36,0.0,0,2026-01-12
CUST-02706,19,61816,Email,Term Life,Variant A,93,0.0,0,2026-01-16
CUST-02707,47,71114,Paid Search,Whole Life,Control,48,15.0,1,2026-04-07
CUST-02708,40,86585,Paid Search,Whole Life,Control,23,0.0,0,2026-02-04
CUST-02709,55,65728,Paid Search,Whole Life,Variant A,7,0.0,0,2026-02-13
CUST-02710,33,39377,Paid Search,Accidental Death,Variant A,64,0.0,0,2026-03-09
CUST-02711,39,47061,Paid Social,Term Life,Variant A,39,0.0,0,2026-01-10
CUST-02712,55,64887,Paid Social,Term Life,Variant A,33,15.0,1,2026-04-08
CUST-02713,58,95861,Paid Search,Term Life,Variant A,79,15.0,1,2026-04-15
CUST-02714,33,75695,Paid Search,Term Life,Variant A,74,15.0,1,2026-01-03
CUST-02715,44,45664,Paid Search,Term Life,Variant A,87,15.0,1,2026-01-31
CUST-02716,45,81209,Paid Search,Accidental Death,Variant A,49,0.0,0,2026-02-21
CUST-02717,46,55325,Paid Social,Term Life,Variant A,31,0.0,0,2026-04-05
CUST-02718,38,87260,Email,Accidental Death,Control,73,15.0,1,2026-04-26
CUST-02719,57,128175,Email,Term Life,Control,94,0.0,0,2026-03-06
CUST-02720,19,56029,Paid Search,Accidental Death,Control,39,15.0,1,2026-01-05
CUST-02721,36,85040,Email,Whole Life,Variant A,23,0.0,0,2026-01-05
CUST-02722,47,46365,Paid Social,Accidental Death,Variant A,21,0.0,0,2026-03-07
CUST-02723,47,62193,Paid Social,Term Life,Variant A,39,15.0,1,2026-01-15
CUST-02724,58,65739,Paid Social,Whole Life,Control,81,15.0,1,2026-03-06
CUST-02725,56,60157,Paid Search,Accidental Death,Control,82,15.0,1,2026-01-21
CUST-02726,38,126575,Paid Search,Term Life,Control,34,0.0,0,2026-04-11
CUST-02727,57,57335,Paid Search,Term Life,Variant A,52,15.0,1,2026-03-12
CUST-02728,33,79671,Paid Search,Term Life,Variant A,61,0.0,0,2026-01-11
CUST-02729,53,25000,Paid Search,Accidental Death,Variant A,21,0.0,0,2026-03-31
CUST-02730,63,75799,Paid Social,Whole Life,Control,19,0.0,0,2026-02-11
CUST-02731,56,93551,Paid Social,Whole Life,Control,86,19.98,1,2026-03-07
CUST-02732,43,51810,Paid Social,Term Life,Control,18,0.0,0,2026-04-04
CUST-02733,38,25000,Paid Search,Term Life,Control,18,0.0,0,2026-03-02
CUST-02734,23,64033,Email,Accidental Death,Variant A,49,0.0,0,2026-03-01
CUST-02735,45,65429,Email,Term Life,Control,42,0.0,0,2026-01-14
CUST-02736,28,83101,Paid Social,Whole Life,Variant A,67,0.0,0,2026-04-30
CUST-02737,32,115272,Email,Accidental Death,Variant A,79,0.0,0,2026-04-27
CUST-02738,27,55498,Paid Social,Term Life,Control,15,0.0,0,2026-01-05
CUST-02739,36,43592,Email,Whole Life,Control,52,0.0,0,2026-01-31
CUST-02740,41,35827,Paid Search,Term Life,Variant A,30,0.0,0,2026-02-17
CUST-02741,45,69951,Paid Search,Whole Life,Control,71,15.07,1,2026-02-01
CUST-02742,34,76983,Paid Search,Term Life,Variant A,29,0.0,0,2026-02-26
CUST-02743,54,51358,Paid Search,Whole Life,Control,85,15.0,1,2026-02-03
CUST-02744,39,84467,Paid Search,Term Life,Variant A,65,0.0,0,2026-03-15
CUST-02745,32,76634,Paid Social,Term Life,Control,90,0.0,0,2026-04-05
CUST-02746,44,66080,Paid Social,Whole Life,Variant A,97,15.0,1,2026-01-27
CUST-02747,65,42439,Paid Social,Term Life,Variant A,30,0.0,0,2026-03-23
CUST-02748,46,52953,Paid Search,Whole Life,Control,38,15.0,1,2026-01-05
CUST-02749,37,25000,Email,Term Life,Control,94,15.0,1,2026-01-17
CUST-02750,23,70894,Paid Social,Whole Life,Variant A,13,0.0,0,2026-03-16
CUST-02751,39,65658,Paid Search,Term Life,Control,44,0.0,0,2026-03-10
CUST-02752,44,69711,Paid Social,Whole Life,Variant A,79,15.07,1,2026-04-27
CUST-02753,37,77607,Paid Search,Term Life,Variant A,11,0.0,0,2026-02-25
CUST-02754,22,74645,Paid Search,Term Life,Control,34,15.0,1,2026-02-07
CUST-02755,31,62240,Email,Term Life,Control,70,15.0,1,2026-02-23
CUST-02756,59,66216,Paid Search,Whole Life,Control,34,0.0,0,2026-02-17
CUST-02757,59,29892,Paid Social,Term Life,Variant A,72,0.0,0,2026-04-11
CUST-02758,31,50406,Email,Accidental Death,Variant A,62,15.0,1,2026-03-26
CUST-02759,50,66261,Paid Social,Accidental Death,Variant A,59,0.0,0,2026-03-29
CUST-02760,27,46603,Paid Search,Term Life,Variant A,18,15.0,1,2026-04-04
CUST-02761,58,86503,Paid Search,Whole Life,Variant A,81,0.0,0,2026-03-21
CUST-02762,44,48534,Paid Search,Term Life,Control,93,15.0,1,2026-02-18
CUST-02763,53,70407,Paid Social,Term Life,Variant A,81,15.0,1,2026-02-10
CUST-02764,21,67914,Paid Social,Whole Life,Control,81,0.0,0,2026-01-22
CUST-02765,50,83656,Paid Search,Whole Life,Control,41,0.0,0,2026-02-26
CUST-02766,41,87519,Email,Whole Life,Variant A,48,0.0,0,2026-03-07
CUST-02767,52,82350,Paid Social,Term Life,Variant A,10,15.0,1,2026-01-19
CUST-02768,52,25000,Paid Search,Term Life,Control,30,0.0,0,2026-04-23
CUST-02769,42,94853,Paid Social,Term Life,Variant A,18,0.0,0,2026-04-11
CUST-02770,34,103182,Paid Social,Whole Life,Control,12,18.72,1,2026-01-02
CUST-02771,51,52946,Paid Search,Whole Life,Variant A,28,0.0,0,2026-03-16
CUST-02772,41,70916,Paid Search,Whole Life,Control,90,15.0,1,2026-02-02
CUST-02773,31,42729,Email,Term Life,Control,43,0.0,0,2026-03-14
CUST-02774,30,25000,Paid Social,Term Life,Variant A,53,0.0,0,2026-02-28
CUST-02775,24,46532,Paid Social,Term Life,Variant A,89,0.0,0,2026-03-30
CUST-02776,35,51496,Paid Social,Term Life,Variant A,67,0.0,0,2026-01-06
CUST-02777,55,56128,Paid Search,Term Life,Variant A,30,0.0,0,2026-01-11
CUST-02778,44,41027,Paid Search,Accidental Death,Variant A,14,0.0,0,2026-01-27
CUST-02779,35,46664,Paid Social,Accidental Death,Variant A,81,15.0,1,2026-03-13
CUST-02780,51,64724,Paid Search,Whole Life,Variant A,62,0.0,0,2026-02-14
CUST-02781,32,45744,Paid Search,Term Life,Variant A,18,0.0,0,2026-01-31
CUST-02782,43,78588,Email,Term Life,Variant A,77,15.0,1,2026-04-01
CUST-02783,39,82041,Email,Accidental Death,Control,75,0.0,0,2026-03-04
CUST-02784,51,124509,Paid Social,Term Life,Variant A,43,15.0,1,2026-02-13
CUST-02785,23,93141,Email,Accidental Death,Variant A,35,0.0,0,2026-02-10
CUST-02786,31,71077,Paid Search,Term Life,Control,54,0.0,0,2026-02-16
CUST-02787,22,49493,Email,Term Life,Variant A,20,0.0,0,2026-03-10
CUST-02788,38,72343,Paid Search,Accidental Death,Control,76,15.0,1,2026-03-20
CUST-02789,56,73164,Email,Term Life,Control,55,0.0,0,2026-01-02
CUST-02790,35,52167,Email,Whole Life,Variant A,19,0.0,0,2026-01-15
CUST-02791,35,84593,Paid Social,Whole Life,Control,93,15.0,1,2026-04-05
CUST-02792,52,30047,Email,Term Life,Variant A,42,15.0,1,2026-01-20
CUST-02793,54,58890,Paid Social,Term Life,Control,83,0.0,0,2026-01-03
CUST-02794,40,78896,Paid Search,Whole Life,Variant A,93,15.53,1,2026-04-16
CUST-02795,50,57810,Paid Social,Whole Life,Control,75,15.0,1,2026-02-08
CUST-02796,29,59831,Paid Social,Term Life,Control,94,15.0,1,2026-03-15
CUST-02797,58,61555,Paid Search,Accidental Death,Variant A,76,0.0,0,2026-03-31
CUST-02798,67,44109,Paid Social,Term Life,Control,86,15.0,1,2026-01-10
CUST-02799,48,94347,Email,Term Life,Control,25,0.0,0,2026-02-09
CUST-02800,18,39549,Paid Search,Term Life,Control,20,0.0,0,2026-01-13
CUST-02801,35,72953,Paid Social,Term Life,Control,71,15.0,1,2026-03-26
CUST-02802,49,75341,Email,Term Life,Control,69,15.0,1,2026-04-08
CUST-02803,36,41284,Email,Accidental Death,Control,17,15.0,1,2026-02-13
CUST-02804,57,66827,Email,Term Life,Variant A,68,0.0,0,2026-02-01
CUST-02805,49,42259,Paid Social,Term Life,Variant A,65,15.0,1,2026-03-14
CUST-02806,33,99776,Email,Term Life,Variant A,36,0.0,0,2026-01-30
CUST-02807,42,36530,Paid Social,Whole Life,Variant A,16,0.0,0,2026-01-01
CUST-02808,31,48652,Paid Search,Accidental Death,Control,99,15.0,1,2026-02-22
CUST-02809,39,34394,Paid Social,Term Life,Variant A,45,15.0,1,2026-03-17
CUST-02810,35,31057,Paid Social,Term Life,Control,70,15.0,1,2026-02-13
CUST-02811,56,104780,Paid Search,Term Life,Variant A,12,15.0,1,2026-02-04
CUST-02812,67,78569,Paid Social,Term Life,Control,63,15.0,1,2026-03-29
CUST-02813,24,68507,Paid Social,Term Life,Variant A,29,0.0,0,2026-02-09
CUST-02814,18,48585,Paid Search,Term Life,Variant A,9,0.0,0,2026-02-14
CUST-02815,39,87690,Paid Social,Term Life,Control,49,0.0,0,2026-03-01
CUST-02816,23,44394,Paid Social,Whole Life,Variant A,6,0.0,0,2026-04-23
CUST-02817,42,84840,Paid Social,Term Life,Control,46,0.0,0,2026-04-26
CUST-02818,50,43187,Paid Search,Accidental Death,Variant A,42,0.0,0,2026-03-04
CUST-02819,59,48887,Paid Search,Accidental Death,Variant A,7,0.0,0,2026-01-10
CUST-02820,44,83957,Paid Search,Whole Life,Control,50,0.0,0,2026-02-16
CUST-02821,39,86595,Email,Term Life,Control,26,0.0,0,2026-01-24
CUST-02822,18,79936,Paid Search,Term Life,Variant A,37,0.0,0,2026-02-26
CUST-02823,42,38758,Paid Social,Term Life,Variant A,36,0.0,0,2026-04-15
CUST-02824,42,53831,Paid Search,Whole Life,Variant A,21,0.0,0,2026-01-18
CUST-02825,49,68922,Paid Search,Term Life,Variant A,86,0.0,0,2026-02-26
CUST-02826,33,43767,Email,Accidental Death,Control,60,15.0,1,2026-03-13
CUST-02827,36,99274,Paid Social,Accidental Death,Variant A,7,0.0,0,2026-02-15
CUST-02828,24,25000,Paid Search,Term Life,Variant A,74,0.0,0,2026-02-12
CUST-02829,18,45531,Paid Social,Whole Life,Control,53,15.0,1,2026-03-18
CUST-02830,28,52260,Paid Search,Term Life,Control,59,0.0,0,2026-01-16
CUST-02831,23,25000,Paid Social,Term Life,Control,81,0.0,0,2026-01-14
CUST-02832,46,30094,Paid Social,Term Life,Variant A,35,0.0,0,2026-01-09
CUST-02833,35,80632,Paid Search,Term Life,Control,85,0.0,0,2026-03-14
CUST-02834,35,65757,Paid Search,Accidental Death,Variant A,25,0.0,0,2026-04-25
CUST-02835,30,104328,Paid Search,Term Life,Variant A,20,0.0,0,2026-03-10
CUST-02836,18,103630,Email,Term Life,Control,21,0.0,0,2026-04-21
CUST-02837,60,75826,Email,Whole Life,Control,5,0.0,0,2026-03-02
CUST-02838,29,72830,Paid Search,Whole Life,Control,76,15.0,1,2026-01-11
CUST-02839,37,66648,Paid Social,Term Life,Control,69,0.0,0,2026-01-19
CUST-02840,24,25000,Paid Search,Accidental Death,Control,70,0.0,0,2026-03-05
CUST-02841,53,30136,Paid Search,Whole Life,Variant A,41,0.0,0,2026-02-07
CUST-02842,43,67516,Paid Social,Term Life,Variant A,28,0.0,0,2026-01-10
CUST-02843,32,80400,Email,Term Life,Variant A,95,15.0,1,2026-01-16
CUST-02844,37,72241,Email,Term Life,Control,88,15.0,1,2026-04-03
CUST-02845,62,42688,Paid Social,Accidental Death,Variant A,66,0.0,0,2026-03-10
CUST-02846,41,88435,Paid Search,Whole Life,Variant A,25,0.0,0,2026-03-23
CUST-02847,39,102061,Paid Social,Accidental Death,Control,41,0.0,0,2026-04-25
CUST-02848,30,88449,Paid Search,Term Life,Control,39,0.0,0,2026-04-29
CUST-02849,19,89739,Paid Social,Term Life,Variant A,42,0.0,0,2026-02-11
CUST-02850,40,51019,Paid Search,Term Life,Variant A,57,15.0,1,2026-04-16
CUST-02851,45,91898,Paid Social,Term Life,Control,19,0.0,0,2026-02-13
CUST-02852,55,68643,Paid Search,Whole Life,Variant A,46,0.0,0,2026-02-22
CUST-02853,18,77788,Paid Search,Whole Life,Variant A,98,15.81,1,2026-02-04
CUST-02854,28,74135,Email,Term Life,Control,8,0.0,0,2026-02-05
CUST-02855,35,61962,Paid Search,Term Life,Control,43,0.0,0,2026-01-22
CUST-02856,41,43499,Paid Social,Term Life,Variant A,83,15.0,1,2026-01-24
CUST-02857,40,62946,Paid Search,Term Life,Control,27,15.0,1,2026-03-17
CUST-02858,40,89669,Paid Search,Term Life,Variant A,19,0.0,0,2026-04-13
CUST-02859,46,53963,Paid Search,Term Life,Control,94,15.0,1,2026-01-12
CUST-02860,31,87333,Paid Search,Term Life,Variant A,16,15.0,1,2026-02-04
CUST-02861,53,83426,Email,Term Life,Variant A,86,15.0,1,2026-02-19
CUST-02862,47,57526,Paid Search,Term Life,Control,74,0.0,0,2026-03-24
CUST-02863,38,99720,Email,Term Life,Control,86,0.0,0,2026-04-11
CUST-02864,61,56111,Paid Social,Whole Life,Variant A,58,15.0,1,2026-03-19
CUST-02865,60,102738,Paid Social,Term Life,Control,92,15.0,1,2026-03-28
CUST-02866,53,75853,Paid Social,Accidental Death,Variant A,42,15.0,1,2026-02-09
CUST-02867,18,64603,Paid Social,Term Life,Control,32,15.0,1,2026-01-22
CUST-02868,60,42804,Paid Social,Term Life,Control,83,0.0,0,2026-02-16
CUST-02869,51,62793,Paid Search,Term Life,Control,23,0.0,0,2026-04-22
CUST-02870,66,59906,Paid Search,Term Life,Control,73,0.0,0,2026-04-24
CUST-02871,56,33542,Email,Accidental Death,Control,68,15.0,1,2026-03-16
CUST-02872,60,59559,Email,Term Life,Variant A,8,0.0,0,2026-03-07
CUST-02873,52,44904,Email,Accidental Death,Variant A,85,0.0,0,2026-01-10
CUST-02874,58,79649,Paid Social,Accidental Death,Variant A,14,0.0,0,2026-02-12
CUST-02875,65,97657,Paid Social,Whole Life,Control,16,0.0,0,2026-03-10
CUST-02876,44,34327,Paid Social,Whole Life,Control,73,15.0,1,2026-04-04
CUST-02877,23,107807,Paid Social,Whole Life,Control,11,0.0,0,2026-03-26
CUST-02878,38,61786,Paid Search,Term Life,Control,48,15.0,1,2026-04-23
CUST-02879,46,40624,Paid Social,Whole Life,Variant A,27,0.0,0,2026-04-07
CUST-02880,42,83943,Paid Search,Term Life,Variant A,6,0.0,0,2026-01-25
CUST-02881,27,53838,Paid Search,Term Life,Control,98,15.0,1,2026-04-20
CUST-02882,22,62956,Email,Term Life,Variant A,41,0.0,0,2026-02-16
CUST-02883,33,54893,Paid Search,Whole Life,Control,73,0.0,0,2026-01-07
CUST-02884,51,44581,Paid Search,Accidental Death,Variant A,24,0.0,0,2026-04-14
CUST-02885,60,83099,Paid Search,Term Life,Variant A,94,15.0,1,2026-01-28
CUST-02886,52,57842,Email,Accidental Death,Control,48,15.0,1,2026-03-21
CUST-02887,54,29083,Paid Social,Term Life,Variant A,74,0.0,0,2026-02-14
CUST-02888,41,78776,Paid Social,Term Life,Variant A,97,15.0,1,2026-04-11
CUST-02889,21,34860,Email,Term Life,Control,78,15.0,1,2026-03-08
CUST-02890,36,36168,Email,Term Life,Variant A,55,0.0,0,2026-04-19
CUST-02891,38,94815,Paid Search,Term Life,Variant A,84,15.0,1,2026-03-24
CUST-02892,36,35091,Paid Social,Whole Life,Variant A,35,0.0,0,2026-01-12
CUST-02893,42,25000,Paid Social,Accidental Death,Variant A,45,0.0,0,2026-03-24
CUST-02894,47,80571,Paid Social,Term Life,Control,62,0.0,0,2026-04-23
CUST-02895,52,57403,Paid Search,Term Life,Control,9,0.0,0,2026-01-11
CUST-02896,38,59558,Email,Accidental Death,Control,37,0.0,0,2026-01-03
CUST-02897,19,57137,Paid Social,Whole Life,Control,47,0.0,0,2026-03-02
CUST-02898,36,70791,Paid Search,Term Life,Variant A,23,15.0,1,2026-03-07
CUST-02899,42,46182,Paid Social,Term Life,Control,36,0.0,0,2026-02-25
CUST-02900,56,101902,Paid Search,Accidental Death,Variant A,91,0.0,0,2026-04-20
CUST-02901,35,28094,Paid Search,Whole Life,Variant A,7,0.0,0,2026-01-26
CUST-02902,48,76121,Paid Social,Term Life,Variant A,5,0.0,0,2026-03-27
CUST-02903,45,81053,Paid Search,Term Life,Control,45,15.0,1,2026-04-27
CUST-02904,42,46008,Paid Social,Accidental Death,Control,96,0.0,0,2026-03-22
CUST-02905,53,39406,Paid Social,Term Life,Control,52,15.0,1,2026-02-03
CUST-02906,34,90429,Paid Search,Accidental Death,Variant A,43,0.0,0,2026-04-24
CUST-02907,35,40228,Email,Term Life,Variant A,9,0.0,0,2026-02-24
CUST-02908,41,49833,Paid Search,Whole Life,Control,81,0.0,0,2026-03-20
CUST-02909,34,87182,Paid Search,Term Life,Control,15,0.0,0,2026-03-17
CUST-02910,48,65868,Paid Search,Term Life,Variant A,26,0.0,0,2026-01-16
CUST-02911,33,25000,Paid Search,Accidental Death,Control,91,0.0,0,2026-03-21
CUST-02912,44,108676,Paid Search,Term Life,Variant A,68,0.0,0,2026-02-08
CUST-02913,40,51749,Paid Social,Whole Life,Variant A,16,0.0,0,2026-01-06
CUST-02914,44,54931,Email,Term Life,Variant A,57,15.0,1,2026-04-20
CUST-02915,36,71394,Paid Search,Term Life,Variant A,59,0.0,0,2026-03-13
CUST-02916,37,80626,Paid Social,Term Life,Variant A,57,0.0,0,2026-02-21
CUST-02917,43,114027,Paid Social,Whole Life,Control,25,0.0,0,2026-01-25
CUST-02918,44,25000,Email,Term Life,Variant A,23,15.0,1,2026-02-25
CUST-02919,41,85648,Paid Social,Term Life,Variant A,73,0.0,0,2026-03-24
CUST-02920,62,83575,Paid Search,Term Life,Control,92,15.0,1,2026-01-19
CUST-02921,30,61570,Paid Search,Whole Life,Control,98,0.0,0,2026-03-17
CUST-02922,41,84681,Paid Social,Whole Life,Control,76,15.0,1,2026-03-14
CUST-02923,23,88356,Email,Term Life,Variant A,70,0.0,0,2026-04-15
CUST-02924,46,30450,Paid Search,Term Life,Control,63,15.0,1,2026-04-03
CUST-02925,28,108744,Paid Search,Accidental Death,Variant A,53,0.0,0,2026-01-27
CUST-02926,38,26030,Email,Term Life,Control,63,0.0,0,2026-01-05
CUST-02927,37,36617,Email,Accidental Death,Variant A,27,0.0,0,2026-01-26
CUST-02928,45,58455,Email,Accidental Death,Variant A,7,0.0,0,2026-01-30
CUST-02929,35,113123,Paid Social,Whole Life,Control,60,21.82,1,2026-03-19
CUST-02930,34,57293,Paid Search,Term Life,Control,62,0.0,0,2026-04-07
CUST-02931,59,64201,Paid Social,Accidental Death,Control,92,0.0,0,2026-02-04
CUST-02932,45,100801,Paid Social,Whole Life,Variant A,66,19.05,1,2026-03-16
CUST-02933,35,57492,Paid Search,Whole Life,Variant A,22,0.0,0,2026-02-22
CUST-02934,38,35539,Paid Social,Term Life,Control,65,0.0,0,2026-03-09
CUST-02935,61,54569,Paid Social,Term Life,Control,41,15.0,1,2026-04-26
CUST-02936,39,99269,Paid Search,Term Life,Control,58,0.0,0,2026-02-02
CUST-02937,33,66771,Paid Social,Whole Life,Variant A,99,15.0,1,2026-03-11
CUST-02938,33,113266,Paid Social,Whole Life,Control,82,22.63,1,2026-01-28
CUST-02939,35,83448,Email,Term Life,Variant A,69,15.0,1,2026-03-15
CUST-02940,34,48879,Paid Search,Term Life,Variant A,18,0.0,0,2026-02-05
CUST-02941,26,66276,Paid Search,Term Life,Variant A,9,15.0,1,2026-02-18
CUST-02942,28,43669,Paid Social,Whole Life,Control,99,0.0,0,2026-03-31
CUST-02943,32,48289,Paid Search,Accidental Death,Control,99,15.0,1,2026-04-04
CUST-02944,49,176977,Paid Social,Term Life,Variant A,98,0.0,0,2026-03-27
CUST-02945,37,90465,Paid Social,Term Life,Control,66,0.0,0,2026-02-22
CUST-02946,39,86527,Paid Search,Term Life,Control,5,0.0,0,2026-03-10
CUST-02947,57,49420,Paid Social,Whole Life,Variant A,67,0.0,0,2026-01-02
CUST-02948,57,104239,Paid Social,Whole Life,Control,71,0.0,0,2026-04-07
CUST-02949,38,92485,Paid Search,Accidental Death,Control,24,0.0,0,2026-03-21
CUST-02950,34,112040,Email,Term Life,Variant A,47,0.0,0,2026-03-12
CUST-02951,31,110827,Email,Accidental Death,Variant A,89,15.0,1,2026-03-05
CUST-02952,50,28022,Paid Social,Term Life,Control,98,0.0,0,2026-01-21
CUST-02953,39,37254,Paid Social,Whole Life,Variant A,46,0.0,0,2026-02-04
CUST-02954,37,39905,Paid Social,Term Life,Variant A,98,15.0,1,2026-02-15
CUST-02955,32,41401,Email,Accidental Death,Variant A,73,0.0,0,2026-03-27
CUST-02956,32,73086,Paid Social,Whole Life,Control,78,15.0,1,2026-04-25
